item_id,trait_index,trait_name,task_index,dependence_group,dependence_group_source
379,0,arc_challenge,0,,none_measured
380,0,arc_challenge,0,,none_measured
381,0,arc_challenge,0,,none_measured
382,0,arc_challenge,0,,none_measured
383,0,arc_challenge,0,,none_measured
384,0,arc_challenge,0,,none_measured
385,0,arc_challenge,0,,none_measured
386,0,arc_challenge,0,,none_measured
387,0,arc_challenge,0,,none_measured
388,0,arc_challenge,0,,none_measured
389,0,arc_challenge,0,,none_measured
390,0,arc_challenge,0,,none_measured
391,0,arc_challenge,0,,none_measured
392,0,arc_challenge,0,,none_measured
393,0,arc_challenge,0,,none_measured
394,0,arc_challenge,0,,none_measured
395,0,arc_challenge,0,,none_measured
396,0,arc_challenge,0,,none_measured
397,0,arc_challenge,0,,none_measured
398,0,arc_challenge,0,,none_measured
399,0,arc_challenge,0,,none_measured
400,0,arc_challenge,0,,none_measured
401,0,arc_challenge,0,,none_measured
402,0,arc_challenge,0,,none_measured
403,0,arc_challenge,0,,none_measured
404,0,arc_challenge,0,,none_measured
405,0,arc_challenge,0,,none_measured
406,0,arc_challenge,0,,none_measured
407,0,arc_challenge,0,,none_measured
408,0,arc_challenge,0,,none_measured
409,0,arc_challenge,0,,none_measured
410,0,arc_challenge,0,,none_measured
411,0,arc_challenge,0,,none_measured
412,0,arc_challenge,0,,none_measured
413,0,arc_challenge,0,,none_measured
414,0,arc_challenge,0,,none_measured
415,0,arc_challenge,0,,none_measured
416,0,arc_challenge,0,,none_measured
417,0,arc_challenge,0,,none_measured
418,0,arc_challenge,0,,none_measured
419,0,arc_challenge,0,,none_measured
420,0,arc_challenge,0,,none_measured
421,0,arc_challenge,0,,none_measured
422,0,arc_challenge,0,,none_measured
423,0,arc_challenge,0,,none_measured
424,0,arc_challenge,0,,none_measured
425,0,arc_challenge,0,,none_measured
426,0,arc_challenge,0,,none_measured
427,0,arc_challenge,0,,none_measured
428,0,arc_challenge,0,,none_measured
429,0,arc_challenge,0,,none_measured
430,0,arc_challenge,0,,none_measured
431,0,arc_challenge,0,,none_measured
432,0,arc_challenge,0,,none_measured
433,0,arc_challenge,0,,none_measured
434,0,arc_challenge,0,,none_measured
435,0,arc_challenge,0,,none_measured
436,0,arc_challenge,0,,none_measured
437,0,arc_challenge,0,,none_measured
438,0,arc_challenge,0,,none_measured
439,0,arc_challenge,0,,none_measured
440,0,arc_challenge,0,,none_measured
441,0,arc_challenge,0,,none_measured
442,0,arc_challenge,0,,none_measured
443,0,arc_challenge,0,,none_measured
444,0,arc_challenge,0,,none_measured
445,0,arc_challenge,0,,none_measured
446,0,arc_challenge,0,,none_measured
447,0,arc_challenge,0,,none_measured
448,0,arc_challenge,0,,none_measured
449,0,arc_challenge,0,,none_measured
450,0,arc_challenge,0,,none_measured
451,0,arc_challenge,0,,none_measured
452,0,arc_challenge,0,,none_measured
453,0,arc_challenge,0,,none_measured
454,0,arc_challenge,0,,none_measured
455,0,arc_challenge,0,,none_measured
456,0,arc_challenge,0,,none_measured
457,0,arc_challenge,0,,none_measured
458,0,arc_challenge,0,,none_measured
459,0,arc_challenge,0,,none_measured
460,0,arc_challenge,0,,none_measured
461,0,arc_challenge,0,,none_measured
462,0,arc_challenge,0,,none_measured
463,0,arc_challenge,0,,none_measured
464,0,arc_challenge,0,,none_measured
465,0,arc_challenge,0,,none_measured
466,0,arc_challenge,0,,none_measured
467,0,arc_challenge,0,,none_measured
468,0,arc_challenge,0,,none_measured
469,0,arc_challenge,0,,none_measured
470,0,arc_challenge,0,,none_measured
471,0,arc_challenge,0,,none_measured
472,0,arc_challenge,0,,none_measured
473,0,arc_challenge,0,,none_measured
474,0,arc_challenge,0,,none_measured
475,0,arc_challenge,0,,none_measured
476,0,arc_challenge,0,,none_measured
477,0,arc_challenge,0,,none_measured
478,0,arc_challenge,0,,none_measured
479,0,arc_challenge,0,,none_measured
480,0,arc_challenge,0,,none_measured
481,0,arc_challenge,0,,none_measured
482,0,arc_challenge,0,,none_measured
483,0,arc_challenge,0,,none_measured
484,0,arc_challenge,0,,none_measured
485,0,arc_challenge,0,,none_measured
486,0,arc_challenge,0,,none_measured
487,0,arc_challenge,0,,none_measured
488,0,arc_challenge,0,,none_measured
489,0,arc_challenge,0,,none_measured
490,0,arc_challenge,0,,none_measured
491,0,arc_challenge,0,,none_measured
492,0,arc_challenge,0,,none_measured
493,0,arc_challenge,0,,none_measured
494,0,arc_challenge,0,,none_measured
495,0,arc_challenge,0,,none_measured
496,0,arc_challenge,0,,none_measured
497,0,arc_challenge,0,,none_measured
498,0,arc_challenge,0,,none_measured
499,0,arc_challenge,0,,none_measured
500,0,arc_challenge,0,,none_measured
501,0,arc_challenge,0,,none_measured
502,0,arc_challenge,0,,none_measured
503,0,arc_challenge,0,,none_measured
504,0,arc_challenge,0,,none_measured
505,0,arc_challenge,0,,none_measured
506,0,arc_challenge,0,,none_measured
507,0,arc_challenge,0,,none_measured
508,0,arc_challenge,0,,none_measured
509,0,arc_challenge,0,,none_measured
510,0,arc_challenge,0,,none_measured
511,0,arc_challenge,0,,none_measured
512,0,arc_challenge,0,,none_measured
513,0,arc_challenge,0,,none_measured
514,0,arc_challenge,0,,none_measured
515,0,arc_challenge,0,,none_measured
516,0,arc_challenge,0,,none_measured
517,0,arc_challenge,0,,none_measured
518,0,arc_challenge,0,,none_measured
519,0,arc_challenge,0,,none_measured
520,0,arc_challenge,0,,none_measured
521,0,arc_challenge,0,,none_measured
522,0,arc_challenge,0,,none_measured
523,0,arc_challenge,0,,none_measured
524,0,arc_challenge,0,,none_measured
525,0,arc_challenge,0,,none_measured
526,0,arc_challenge,0,,none_measured
527,0,arc_challenge,0,,none_measured
528,0,arc_challenge,0,,none_measured
529,0,arc_challenge,0,,none_measured
530,0,arc_challenge,0,,none_measured
531,0,arc_challenge,0,,none_measured
532,0,arc_challenge,0,,none_measured
533,0,arc_challenge,0,,none_measured
534,0,arc_challenge,0,,none_measured
535,0,arc_challenge,0,,none_measured
536,0,arc_challenge,0,,none_measured
537,0,arc_challenge,0,,none_measured
538,0,arc_challenge,0,,none_measured
539,0,arc_challenge,0,,none_measured
540,0,arc_challenge,0,,none_measured
541,0,arc_challenge,0,,none_measured
542,0,arc_challenge,0,,none_measured
543,0,arc_challenge,0,,none_measured
544,0,arc_challenge,0,,none_measured
545,0,arc_challenge,0,,none_measured
546,0,arc_challenge,0,,none_measured
547,0,arc_challenge,0,,none_measured
548,0,arc_challenge,0,,none_measured
549,0,arc_challenge,0,,none_measured
550,0,arc_challenge,0,,none_measured
551,0,arc_challenge,0,,none_measured
552,0,arc_challenge,0,,none_measured
553,0,arc_challenge,0,,none_measured
554,0,arc_challenge,0,,none_measured
555,0,arc_challenge,0,,none_measured
556,0,arc_challenge,0,,none_measured
557,0,arc_challenge,0,,none_measured
558,0,arc_challenge,0,,none_measured
559,0,arc_challenge,0,,none_measured
560,0,arc_challenge,0,,none_measured
561,0,arc_challenge,0,,none_measured
562,0,arc_challenge,0,,none_measured
563,0,arc_challenge,0,,none_measured
564,0,arc_challenge,0,,none_measured
565,0,arc_challenge,0,,none_measured
566,0,arc_challenge,0,,none_measured
567,0,arc_challenge,0,,none_measured
568,0,arc_challenge,0,,none_measured
569,0,arc_challenge,0,,none_measured
570,0,arc_challenge,0,,none_measured
571,0,arc_challenge,0,,none_measured
572,0,arc_challenge,0,,none_measured
573,0,arc_challenge,0,,none_measured
574,0,arc_challenge,0,,none_measured
575,0,arc_challenge,0,,none_measured
576,0,arc_challenge,0,,none_measured
577,0,arc_challenge,0,,none_measured
578,0,arc_challenge,0,,none_measured
579,0,arc_challenge,0,,none_measured
580,0,arc_challenge,0,,none_measured
581,0,arc_challenge,0,,none_measured
582,0,arc_challenge,0,,none_measured
583,0,arc_challenge,0,,none_measured
584,0,arc_challenge,0,,none_measured
585,0,arc_challenge,0,,none_measured
586,0,arc_challenge,0,,none_measured
587,0,arc_challenge,0,,none_measured
588,0,arc_challenge,0,,none_measured
589,0,arc_challenge,0,,none_measured
590,0,arc_challenge,0,,none_measured
591,0,arc_challenge,0,,none_measured
592,0,arc_challenge,0,,none_measured
593,0,arc_challenge,0,,none_measured
594,0,arc_challenge,0,,none_measured
595,0,arc_challenge,0,,none_measured
596,0,arc_challenge,0,,none_measured
597,0,arc_challenge,0,,none_measured
598,0,arc_challenge,0,,none_measured
599,0,arc_challenge,0,,none_measured
600,0,arc_challenge,0,,none_measured
601,0,arc_challenge,0,,none_measured
602,0,arc_challenge,0,,none_measured
603,0,arc_challenge,0,,none_measured
604,0,arc_challenge,0,,none_measured
605,0,arc_challenge,0,,none_measured
606,0,arc_challenge,0,,none_measured
607,0,arc_challenge,0,,none_measured
608,0,arc_challenge,0,,none_measured
609,0,arc_challenge,0,,none_measured
610,0,arc_challenge,0,,none_measured
611,0,arc_challenge,0,,none_measured
612,0,arc_challenge,0,,none_measured
613,0,arc_challenge,0,,none_measured
614,0,arc_challenge,0,,none_measured
615,0,arc_challenge,0,,none_measured
616,0,arc_challenge,0,,none_measured
617,0,arc_challenge,0,,none_measured
618,0,arc_challenge,0,,none_measured
619,0,arc_challenge,0,,none_measured
620,0,arc_challenge,0,,none_measured
621,0,arc_challenge,0,,none_measured
622,0,arc_challenge,0,,none_measured
623,0,arc_challenge,0,,none_measured
624,0,arc_challenge,0,,none_measured
625,0,arc_challenge,0,,none_measured
626,0,arc_challenge,0,,none_measured
627,0,arc_challenge,0,,none_measured
628,0,arc_challenge,0,,none_measured
629,0,arc_challenge,0,,none_measured
630,0,arc_challenge,0,,none_measured
631,0,arc_challenge,0,,none_measured
632,0,arc_challenge,0,,none_measured
633,0,arc_challenge,0,,none_measured
634,0,arc_challenge,0,,none_measured
635,0,arc_challenge,0,,none_measured
636,0,arc_challenge,0,,none_measured
637,0,arc_challenge,0,,none_measured
638,0,arc_challenge,0,,none_measured
639,0,arc_challenge,0,,none_measured
640,0,arc_challenge,0,,none_measured
641,0,arc_challenge,0,,none_measured
642,0,arc_challenge,0,,none_measured
643,0,arc_challenge,0,,none_measured
644,0,arc_challenge,0,,none_measured
645,0,arc_challenge,0,,none_measured
646,0,arc_challenge,0,,none_measured
647,0,arc_challenge,0,,none_measured
648,0,arc_challenge,0,,none_measured
649,0,arc_challenge,0,,none_measured
650,0,arc_challenge,0,,none_measured
651,0,arc_challenge,0,,none_measured
652,0,arc_challenge,0,,none_measured
653,0,arc_challenge,0,,none_measured
654,0,arc_challenge,0,,none_measured
655,0,arc_challenge,0,,none_measured
656,0,arc_challenge,0,,none_measured
657,0,arc_challenge,0,,none_measured
658,0,arc_challenge,0,,none_measured
659,0,arc_challenge,0,,none_measured
660,0,arc_challenge,0,,none_measured
661,0,arc_challenge,0,,none_measured
662,0,arc_challenge,0,,none_measured
663,0,arc_challenge,0,,none_measured
664,0,arc_challenge,0,,none_measured
665,0,arc_challenge,0,,none_measured
666,0,arc_challenge,0,,none_measured
667,0,arc_challenge,0,,none_measured
668,0,arc_challenge,0,,none_measured
669,0,arc_challenge,0,,none_measured
670,0,arc_challenge,0,,none_measured
671,0,arc_challenge,0,,none_measured
672,0,arc_challenge,0,,none_measured
673,0,arc_challenge,0,,none_measured
674,0,arc_challenge,0,,none_measured
675,0,arc_challenge,0,,none_measured
676,0,arc_challenge,0,,none_measured
677,0,arc_challenge,0,,none_measured
678,0,arc_challenge,0,,none_measured
679,0,arc_challenge,0,,none_measured
680,0,arc_challenge,0,,none_measured
681,0,arc_challenge,0,,none_measured
682,0,arc_challenge,0,,none_measured
683,0,arc_challenge,0,,none_measured
684,0,arc_challenge,0,,none_measured
685,0,arc_challenge,0,,none_measured
686,0,arc_challenge,0,,none_measured
687,0,arc_challenge,0,,none_measured
688,0,arc_challenge,0,,none_measured
689,0,arc_challenge,0,,none_measured
690,0,arc_challenge,0,,none_measured
691,0,arc_challenge,0,,none_measured
692,0,arc_challenge,0,,none_measured
693,0,arc_challenge,0,,none_measured
694,0,arc_challenge,0,,none_measured
695,0,arc_challenge,0,,none_measured
696,0,arc_challenge,0,,none_measured
697,0,arc_challenge,0,,none_measured
698,0,arc_challenge,0,,none_measured
699,0,arc_challenge,0,,none_measured
700,0,arc_challenge,0,,none_measured
701,0,arc_challenge,0,,none_measured
702,0,arc_challenge,0,,none_measured
703,0,arc_challenge,0,,none_measured
704,0,arc_challenge,0,,none_measured
705,0,arc_challenge,0,,none_measured
706,0,arc_challenge,0,,none_measured
707,0,arc_challenge,0,,none_measured
708,0,arc_challenge,0,,none_measured
709,0,arc_challenge,0,,none_measured
710,0,arc_challenge,0,,none_measured
711,0,arc_challenge,0,,none_measured
712,0,arc_challenge,0,,none_measured
713,0,arc_challenge,0,,none_measured
714,0,arc_challenge,0,,none_measured
715,0,arc_challenge,0,,none_measured
716,0,arc_challenge,0,,none_measured
717,0,arc_challenge,0,,none_measured
718,0,arc_challenge,0,,none_measured
719,0,arc_challenge,0,,none_measured
720,0,arc_challenge,0,,none_measured
721,0,arc_challenge,0,,none_measured
722,0,arc_challenge,0,,none_measured
723,0,arc_challenge,0,,none_measured
724,0,arc_challenge,0,,none_measured
725,0,arc_challenge,0,,none_measured
726,0,arc_challenge,0,,none_measured
727,0,arc_challenge,0,,none_measured
728,0,arc_challenge,0,,none_measured
729,0,arc_challenge,0,,none_measured
730,0,arc_challenge,0,,none_measured
731,0,arc_challenge,0,,none_measured
732,0,arc_challenge,0,,none_measured
